#node	identifier	domain_summary_url	annotation	other_names_and_aliases
DARS2	9606.ENSP00000497569	Aspartate--tRNA ligase, mitochondrial; aspartyl-tRNA synthetase 2, mitochondrial.	https://smart.embl.de/smart/DDvec.cgi?smart=645:Pfam_tRNA_anti-codon(66|149)+Pfam_GAD(356|452)+	4AH6,55157,6.1.1.12,A0A024R8Z9,A0A3B3IS01,A0A3B3IS54,A0A3B3ISK7,A0A3B3IT01,A0A3B3IT89,A0A3B3ITK9,A0A3B3ITS3,AAH45173.1,AK022754,AL109921,ASPRS,AspRS,Aspartate--tRNA ligase, mitochondrial,Aspartyl-tRNA synthetase,Aspartyl-tRNA synthetase 2, mitochondrial,BC045173,CCDS1311,CCDS1311.1,CH471067,DARS2,DARS2-201,DARS2-202,DARS2-203,DARS2-204,DARS2-205,DARS2-206,DARS2-207,DARS2-208,DARS2-209,DARS2-210,DARS2-211,DARS2-212,DARS2-213,EAW90961.1,EAW90962.1,EC 6.1.1.12,ENSG00000117593,ENSP00000236252,ENSP00000239457,ENSP00000354704,ENSP00000355086,ENSP00000497052,ENSP00000497091,ENSP00000497450,ENSP00000497472,ENSP00000497569,ENSP00000497663,ENSP00000497769,ENSP00000497781,ENSP00000497795,ENSP00000497874,ENSP00000497942,ENST00000236252,ENST00000239457,ENST00000361951,ENST00000362086,ENST00000460076,ENST00000471476,ENST00000471476.2,ENST00000647645,ENST00000647645.1,ENST00000647730,ENST00000647730.1,ENST00000647788,ENST00000647788.1,ENST00000648055,ENST00000648055.1,ENST00000648271,ENST00000648271.1,ENST00000648458,ENST00000648458.1,ENST00000648807,ENST00000648807.1,ENST00000648960,ENST00000648960.1,ENST00000649067,ENST00000649067.1,ENST00000649106,ENST00000649106.1,ENST00000649689,ENST00000649689.1,ENST00000650297,ENST00000650297.1,FLJ10514,HGNC:25538,HPA026506,HPA026528,LBSL,MT-ASPRS,NM_001365212,NM_001365212.1,NM_001365213,NM_001365213.2,NM_018122,NM_018122.4,NM_018122.5,NP_001352141,NP_001352141.1,NP_001352142,NP_001352142.1,NP_060592,NP_060592.2,NX_Q6PI48,OMIM:610956,OTTHUMG00000034803,Q6PI48,R-HSA-379724,R-HSA-379726,R-HSA-392499,R-HSA-72766,SYDM_HUMAN,UPI00001C1D5B,UPI000387DD13,UPI0003EAF592,UPI000E6E8781,UPI000E6EC84E,UPI000E6EDE04,UPI000E6EFA53,UPI000E6F0469,aspartate tRNA ligase 2, mitochondrial,aspartyl-tRNA synthetase 2, mitochondrial,hsa:55157,mtAspRS,uc001gjh.3
DCPS	9606.ENSP00000263579	m7GpppX diphosphatase; Decapping scavenger enzyme that catalyzes the cleavage of a residual cap structure following the degradation of mRNAs by the 3'->5' exosome-mediated mRNA decay pathway. Hydrolyzes cap analog structures like 7-methylguanosine nucleoside triphosphate (m7GpppG) with up to 10 nucleotide substrates (small capped oligoribonucleotides) and specifically releases 5'-phosphorylated RNA fragments and 7- methylguanosine monophosphate (m7GMP). Cleaves cap analog structures like tri-methyl guanosine nucleoside triphosphate (m3(2,2,7)GpppG) with very poor efficiency. Does not h [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=337:Pfam_DcpS(43|146)+Pfam_DcpS_C(174|294)+	1ST0,1ST4,1XML,1XMM,28960,3.6.1.59,3BL7,3BL9,3BLA,4QDE,4QDV,4QEB,5OSY,A0A384MTI8,A0A3B3ITF0,AAD26996.1,AAH14532.1,AAK91763.1,AAK91765.1,AAL77216.1,AAM90310.1,ADO22160.1,AF077201,AF532613,AH010984,AP001318,ARS,AY040771,AY077684,BC014532,CCDS8473,CCDS8473.1,CH471065,CHEMBL1949488,DCPS,DCPS-201,DCPS-202,DCPS-203,DCPS-204,DCPS_HUMAN,DCS-1,DCS1,Decapping enzyme, scavenger,Decapping scavenger enzyme,EAW67691.1,EC 3.6.1.59,ENSG00000110063,ENSP00000263579,ENSP00000497684,ENST00000263579,ENST00000263579.4,ENST00000529149,ENST00000529149.1,ENST00000530860,ENST00000530860.5,ENST00000648516,ENST00000648516.1,GQ891298,HGNC:29812,HINT-5,HINT5,HPA039632,HPA058597,HSL1,HSPC015,Hint-related 7meGMP-directed hydrolase,Histidine triad nucleotide-binding protein 5,Histidine triad protein member 5,M7GpppX diphosphatase,NM_001350236,NM_001350236.2,NM_014026,NM_014026.4,NM_014026.6,NP_001337165,NP_001337165.1,NP_054745,NP_054745.1,NX_Q96C86,OMIM:610534,OTTHUMG00000165829,Q8NHL8,Q96C86,Q9Y2S5,R-HSA-429914,R-HSA-429958,R-HSA-8953854,Scavenger mRNA-decapping enzyme DcpS,UPI000006F1CC,UPI00001FA66E,decapping enzyme, scavenger,hsa:28960,m7GpppX diphosphatase,uc001qdp.3
DNLZ	9606.ENSP00000360803	DNL-type zinc finger protein; May function as a co-chaperone towards HSPA9/mortalin which, by itself, is prone to self-aggregation.	https://smart.embl.de/smart/DDvec.cgi?smart=178:Pfam_zf-DNL(70|135)+	728489,AAI46916.1,AAI46925.1,AL592301,B2RUX5,B9EJE1,BC146915,BC146924,C9orf151,CCDS35179,CCDS35179.1,DNL-type zinc finger,DNL-type zinc finger protein,DNLZ,DNLZ-201,DNLZ-202,DNLZ_HUMAN,ENSG00000213221,ENSP00000360803,ENSP00000360804,ENST00000371738,ENST00000371738.3,ENST00000371739,ENST00000371739.3,HEP,HEP1,HGNC:33879,HPA062738,HSP70 escort protein,Hsp70-escort protein 1,Mitochondrial protein import protein ZIM17,NM_001080849,NM_001080849.2,NM_001080849.3,NP_001074318,NP_001074318.1,NR_073565,NR_073565.2,NX_Q5SXM8,OTTHUMG00000020931,Q5SXM7,Q5SXM8,RP11-413M3.2,TIMM15,UPI00001612A7,UPI00004701F9,ZIM17,bA413M3.2,chromosome 9 open reading frame 151,hsa:728489,mtHsp70-escort protein,uc004chf.3
DOHH	9606.ENSP00000398882	Deoxyhypusine hydroxylase; Catalyzes the hydroxylation of the N(6)-(4-aminobutyl)-L- lysine intermediate produced by deoxyhypusine synthase/DHPS on a critical lysine of the eukaryotic translation initiation factor 5A/eIF- 5A. This is the second step of the post-translational modification of that lysine into an unusual amino acid residue named hypusine. Hypusination is unique to mature eIF-5A factor and is essential for its function (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=302:EZ_HEAT(21|50)+EZ_HEAT(52|81)+EZ_HEAT(85|114)+EZ_HEAT(172|201)+EZ_HEAT(203|232)+EZ_HEAT(236|265)+	1.14.99.29,4D4Z,4D50,83475,AAC33193.1,AAH02817.1,AAH09863.1,AC005551,AC093052,BC002817,BC009863,CCDS12108,CCDS12108.1,DOHH,DOHH-201,DOHH-202,DOHH-203,DOHH-204,DOHH_HUMAN,Deoxyhypusine dioxygenase,Deoxyhypusine hydroxylase,Deoxyhypusine monooxygenase,EC 1.14.99.29,ENSG00000129932,ENSP00000250937,ENSP00000398882,ENSP00000464905,ENSP00000468416,ENSP00000499813,ENSP00000500317,ENSP00000500806,ENST00000250937,ENST00000427575,ENST00000427575.5,ENST00000586906,ENST00000587122,ENST00000592858,ENST00000671696,ENST00000672520,ENST00000672935,ENST00000673168,HEAT-like (PBS lyase) repeat containing 1,HEAT-like repeat-containing protein 1,HGNC:28662,HLRC1,HPA041953,HPA076271,MGC4293,NM_001145165,NM_001145165.1,NM_001145165.2,NM_031304,NM_031304.4,NM_031304.5,NP_001138637,NP_001138637.1,NP_112594,NP_112594.1,NX_Q9BU89,O75265,OMIM:611262,OTTHUMG00000180762,Q9BU89,R-HSA-163841,R-HSA-204626,R-HSA-392499,R-HSA-597592,UPI0000071C59,UPI0002840BDA,deoxyhypusine hydroxylase,deoxyhypusine hydroxylase/monooxygenase,hDOHH,hsa:83475,uc002lxs.4,uc010xhl.3
DPH5	9606.ENSP00000359127	Diphthine methyl ester synthase; S-adenosyl-L-methionine-dependent methyltransferase that catalyzes four methylations of the modified target histidine residue in translation elongation factor 2 (EF-2), to form an intermediate called diphthine methyl ester. The four successive methylation reactions represent the second step of diphthamide biosynthesis.	https://smart.embl.de/smart/DDvec.cgi?smart=285:Pfam_TP_methylase(1|241)+	2.1.1.314,51611,A8JZY6,AAD27739.1,AAF29107.1,AAF67485.1,AAG44563.1,AAH09620.2,AAH53857.1,AC093157,AD-018,AF132964,AF157319,AF161492,AF248965,AK289351,BAF82040.1,BC009620,BC053857,CCDS41358,CCDS41358.1,CCDS41359,CCDS41359.1,CGI-30,CH471097,D3DT62,DPH5,DPH5 homolog (S. cerevisiae),DPH5-201,DPH5-202,DPH5-203,DPH5-204,DPH5-205,DPH5-206,DPH5-207,DPH5-208,DPH5-209,DPH5-210,DPH5-211,DPH5-212,DPH5-213,DPH5-214,DPH5-215,DPH5_HUMAN,Diphthamide biosynthesis 5,Diphthamide biosynthesis methyltransferase,Diphthine methyl ester synthase,EAW72933.1,EAW72934.1,EAW72937.1,EAW72938.1,EAW72940.1,EC 2.1.1.314,ENSG00000117543,ENSP00000251159,ENSP00000251160,ENSP00000323548,ENSP00000323608,ENSP00000323844,ENSP00000339630,ENSP00000343568,ENSP00000344809,ENSP00000359123,ENSP00000359124,ENSP00000359125,ENSP00000359127,ENSP00000394364,ENSP00000402187,ENSP00000403189,ENSP00000418282,ENSP00000481189,ENST00000251159,ENST00000251160,ENST00000316619,ENST00000316636,ENST00000316653,ENST00000342173,ENST00000342173.11,ENST00000343078,ENST00000344650,ENST00000370105,ENST00000370105.7,ENST00000370106,ENST00000370107,ENST00000370109,ENST00000370109.7,ENST00000422396,ENST00000427040,ENST00000427040.2,ENST00000434818,ENST00000464270,ENST00000464270.5,ENST00000466807,ENST00000466807.5,ENST00000476507,ENST00000476507.1,ENST00000477293,ENST00000477293.5,ENST00000481871,ENST00000481871.5,ENST00000481982,ENST00000481982.1,ENST00000488176,ENST00000488176.1,ENST00000488789,ENST00000488789.5,ENST00000490732,ENST00000490732.5,ENST00000492067,ENST00000492067.5,ENST00000498372,ENST00000498372.5,ENST00000617698,HGNC:24270,HPA046439,HPA076234,HSPC143,NM_001077394,NM_001077394.1,NM_001077395,NM_001077395.1,NM_001077395.2,NM_015958,NM_015958.2,NM_015958.3,NPD015,NP_001070862,NP_001070862.1,NP_001070863,NP_001070863.1,NP_057042,NP_057042.2,NX_Q9H2P9,OMIM:611075,OTTHUMG00000010829,Q96DC6,Q9H2P9,Q9P017,Q9P0I4,Q9Y319,R-HSA-163841,R-HSA-392499,R-HSA-5358493,R-HSA-597592,UPI000003B000,UPI00001BD99F,UPI000059D01C,URS00008C0D55,URS00008C1504,URS00008C1A75,URS00008C264D,URS00008C29B5,URS00008C3A6B,URS0000D6E1F5,URS0000D6E56E,URS0000E9F0F6,XM_005270938,XM_005270938.2,XM_005270939,XM_005270939.5,XM_011541570,XM_011541570.3,XM_017001460,XM_017001460.1,XM_017001460.2,XM_017001461,XM_017001461.2,XM_024447600,XM_024447600.1,XM_024447601,XM_024447601.1,XP_005270995,XP_005270995.1,XP_005270996,XP_005270996.1,XP_011539872,XP_011539872.1,XP_016856949,XP_016856949.1,XP_016856950,XP_016856950.1,XP_024303368,XP_024303368.1,XP_024303369,XP_024303369.1,diphthamide biosynthesis 5,hsa:51611,uc001dtr.4,uc001dts.4
EARS2	9606.ENSP00000456218	Probable glutamate--tRNA ligase, mitochondrial; Catalyzes the attachment of glutamate to tRNA(Glu) in a two- step reaction: glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu).	https://smart.embl.de/smart/DDvec.cgi?smart=534:Pfam_tRNA-synt_1c(36|353)+	124454,6.1.1.17,AAH40013.1,AB075850,AC002400,AK095998,AL832489,B3KTT2,BAB85556.1,BAG53194.1,BC040013,CAI46121.1,CCDS42132,CCDS42132.1,CCDS76844,CCDS76844.1,CH471145,COXPD12,D3DWF1,EARS2,EARS2-201,EARS2-202,EARS2-203,EARS2-204,EARS2-205,EARS2-206,EARS2-207,EARS2-208,EARS2-209,EARS2-210,EARS2-211,EARS2-212,EARS2-213,EARS2-214,EARS2-215,EARS2-216,EARS2-217,EARS2-218,EAW55822.1,EAW55824.1,EC 6.1.1.17,ENSG00000103356,ENSP00000219641,ENSP00000317389,ENSP00000317698,ENSP00000343488,ENSP00000395196,ENSP00000416922,ENSP00000455519,ENSP00000455789,ENSP00000455831,ENSP00000455875,ENSP00000456218,ENSP00000456467,ENSP00000457107,ENSP00000458604,ENSP00000501251,ENST00000219641,ENST00000326808,ENST00000326823,ENST00000341597,ENST00000422821,ENST00000449606,ENST00000449606.5,ENST00000561859,ENST00000561859.5,ENST00000562402,ENST00000562402.1,ENST00000562581,ENST00000562581.5,ENST00000562799,ENST00000562799.1,ENST00000563232,ENST00000563232.1,ENST00000563459,ENST00000563459.5,ENST00000563499,ENST00000563499.1,ENST00000564461,ENST00000564461.5,ENST00000564501,ENST00000564501.5,ENST00000564668,ENST00000564668.5,ENST00000564759,ENST00000564759.1,ENST00000564776,ENST00000564776.1,ENST00000564987,ENST00000564987.1,ENST00000564997,ENST00000564997.1,ENST00000565344,ENST00000565344.1,ENST00000566017,ENST00000566017.5,ENST00000674054,GluRS,Glutamyl-tRNA synthetase,Glutamyl-tRNA synthetase 2, mitochondrial,H3BPY3,H3BQI0,H3BQP8,H3BTB7,HGNC:29419,HPA043289,HPA043633,I3L166,KF456171,KIAA1970,MSE1,NM_001083614,NM_001083614.1,NM_001083614.2,NM_001308211,NM_001308211.1,NM_133451,NP_001077083,NP_001077083.1,NP_001295140,NP_001295140.1,NR_003501,NR_003501.1,NX_Q5JPH6,OMIM:612799,OTTHUMG00000177018,Probable glutamate--tRNA ligase, mitochondrial,Q5JPH6,Q86YH3,Q8TF31,R-HSA-379724,R-HSA-379726,R-HSA-392499,R-HSA-72766,SYEM_HUMAN,UPI000015FBF2,UPI000019839B,UPI0001EEC584,UPI00024670C7,UPI00024670E7,UPI00024670E9,UPI00025A2FB4,URS00008B75CB,URS00008BD0CB,URS0000D6DAAE,URS0000E96442,URS0000EBFE8B,XM_011545738,XM_011545738.1,XP_011544040,XP_011544040.1,XR_001751841,XR_001751841.1,gluRS,glutamate tRNA ligase 2, mitochondrial,glutamyl-tRNA synthetase 2, mitochondrial,hsa:124454,mtGlnRS,uc002dlt.5
ERAL1	9606.ENSP00000254928	GTPase Era, mitochondrial; Probable GTPase that plays a role in the mitochondrial ribosomal small subunit assembly. Specifically binds the 12S mitochondrial rRNA (12S mt-rRNA) to a 33 nucleotide section delineating the 3' terminal stem-loop region. May act as a chaperone that protects the 12S mt-rRNA on the 28S mitoribosomal subunit during ribosomal small subunit assembly; Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Era GTPase family.	https://smart.embl.de/smart/DDvec.cgi?smart=437:Pfam_FeoB_N(114|260)+	26284,AAC31603.1,AAC31604.1,AAG12978.1,AAH19094.1,AB049388,AC024267,AF082657,AF082658,AK023342,AY007435,B3KN21,BAB56112.1,BAG51183.1,BC019094,C9JEC6,CCDS11244,CCDS11244.1,CEGA,CH471159,Conserved ERA-like GTPase,EAW51147.1,ENSG00000132591,ENSP00000254928,ENSP00000396125,ENSP00000464053,ENSP00000464402,ENSP00000464607,ENSP00000467860,ENST00000254928,ENST00000254928.9,ENST00000412138,ENST00000412138.6,ENST00000461894,ENST00000461894.5,ENST00000471992,ENST00000471992.1,ENST00000577942,ENST00000577942.5,ENST00000578001,ENST00000578001.1,ENST00000580917,ENST00000580917.2,ENST00000582996,ENST00000583487,ENST00000583487.1,ERA,ERA-W,ERA-like protein 1,ERAL1,ERAL1-201,ERAL1-202,ERAL1-203,ERAL1-204,ERAL1-205,ERAL1-206,ERAL1-207,ERAL1-208,ERAL1A,ERAL1B,ERAL1_HUMAN,Era (E. coli G-protein homolog)-like 1,Era G-protein-like 1 (E. coli),Era like 12S mitochondrial rRNA chaperone 1,Era-like 12S mitochondrial rRNA chaperone 1,GTPase,GTPase Era, mitochondrial,H-ERA,HERA,HERA-A,HERA-B,HGNC:3424,HPA021425,HPA024423,J3QRV9,J3QSB2,J3QT61,K7EQJ8,NM_001317985,NM_001317985.1,NM_001317985.2,NM_001317986,NM_001317986.1,NM_001317986.2,NM_005702,NM_005702.3,NM_005702.4,NP_001304914,NP_001304914.1,NP_001304915,NP_001304915.1,NP_005693,NP_005693.1,NR_134328,NR_134328.2,NX_O75616,O75616,O75617,OMIM:607435,OTTHUMG00000132675,PRLTS6,Q8WUY4,Q96LE2,Q96TC0,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,UPI000006DECC,UPI0000D47D1A,UPI000268AFD7,UPI0002841099,UPI000284109A,hERA,hsa:26284,uc002hcy.2
FARS2	9606.ENSP00000316335	Phenylalanine--tRNA ligase, mitochondrial; Is responsible for the charging of tRNA(Phe) with phenylalanine in mitochondrial translation. To a lesser extent, also catalyzes direct attachment of m-Tyr (an oxidized version of Phe) to tRNA(Phe), thereby opening the way for delivery of the misacylated tRNA to the ribosome and incorporation of ROS-damaged amino acid into proteins; Belongs to the class-II aminoacyl-tRNA synthetase family.	https://smart.embl.de/smart/DDvec.cgi?smart=451:Pfam_tRNA-synt_2d(70|210)+Pfam_tRNA-synt_2d(219|343)+FDX-ACB(358|450)+	10667,3CMQ,3HFV,3TEG,3TUP,5MGH,5MGU,5MGV,5MGW,6.1.1.20,A0A3B3ITR6,AAC83802.1,AAF28998.1,AAH20239.1,AAH21112.1,AF097441,AF161438,AK223423,AK312454,AL021328,AL022097,AL121978,AL133473,AL392184,AL590868,B2R664,BAD97143.1,BAG35361.1,BC020239,BC021112,CAG47075.1,CCDS4494,CCDS4494.1,CHEMBL2511,COXPD14,CR542279,EC 6.1.1.20,ENSG00000145982,ENSP00000274680,ENSP00000316335,ENSP00000380694,ENSP00000392525,ENSP00000473394,ENSP00000497889,ENST00000274680,ENST00000274680.8,ENST00000324331,ENST00000324331.10,ENST00000397563,ENST00000445533,ENST00000445533.1,ENST00000602691,ENST00000602691.1,ENST00000648580,ENST00000648580.1,FARS1,FARS2,FARS2-201,FARS2-202,FARS2-203,FARS2-204,FARS2-205,HGNC:21062,HPA018148,HPA028836,HSPC320,KF458079,KF458080,KF458081,NM_001318872,NM_001318872.1,NM_006567,NM_006567.4,NM_006567.5,NP_001305801,NP_001305801.1,NP_006558,NP_006558.1,NX_O95363,O95363,OMIM:611592,OTTHUMG00000014178,PheRS,Phenylalanine--tRNA ligase, mitochondrial,Phenylalanyl-tRNA synthetase,Phenylalanyl-tRNA synthetase 2, mitochondrial,Phenylalanyl-tRNA synthetase alpha chain,Q53F66,Q5JRF7,Q5TCS3,Q6FG29,Q9NPY7,Q9P062,R-HSA-379724,R-HSA-379726,R-HSA-392499,R-HSA-72766,R4GMX6,SPG77,SYFM_HUMAN,UPI000006CF04,UPI00004A0D98,UPI0002B832D8,UPI000E6EEF49,URS0000EA1C2B,XM_005248812,XM_005248812.3,XM_006714966,XM_006714966.3,XM_011514247,XM_011514247.3,XM_011514248,XM_011514248.3,XM_011514249,XM_011514249.2,XM_017010186,XM_017010186.1,XM_017010187,XM_017010187.1,XP_005248869,XP_005248869.1,XP_006715029,XP_006715029.1,XP_011512549,XP_011512549.1,XP_011512550,XP_011512550.1,XP_011512551,XP_011512551.1,XP_016865675,XP_016865675.1,XP_016865676,XP_016865676.1,XR_926028,XR_926028.2,dJ236A3.1,hsa:10667,mtPheRS,phenylalanine tRNA ligase 2, mitochondrial,phenylalanine-tRNA synthetase 1 (mitochondrial),phenylalanyl-tRNA synthetase 2, mitochondrial,uc003mwr.3,uc010jnv.2
FDXR	9606.ENSP00000416515	NADPH:adrenodoxin oxidoreductase, mitochondrial; Serves as the first electron transfer protein in all the mitochondrial P450 systems including cholesterol side chain cleavage in all steroidogenic tissues, steroid 11-beta hydroxylation in the adrenal cortex, 25-OH-vitamin D3-24 hydroxylation in the kidney, and sterol C- 27 hydroxylation in the liver.	http://smart.embl.de/smart/DDvec.cgi?smart=534:	1.18.1.6,2232,A0A0A0MSZ4,A0A0A0MT64,A0A0A0MTN9,A0A0A0MTR6,A0A0C4DFN8,A0A0C4DGN7,AC087651,ADR,ADRO_HUMAN,ADXR,AR,Adrenodoxin reductase,B4DDI7,B4DHX5,B4DQQ4,B4DX24,B7Z7G2,CAB008597,CAB009818,CCDS11707,CCDS11707.1,CCDS58591,CCDS58591.1,CCDS58592,CCDS58592.1,CCDS58593,CCDS58593.1,CCDS58594,CCDS58594.1,CCDS58595,CCDS58595.1,CCDS58596,CCDS58596.1,E7EQC1,EC 1.18.1.6,ENSG00000161513,ENSP00000293195,ENSP00000321254,ENSP00000322971,ENSP00000390875,ENSP00000408595,ENSP00000414172,ENSP00000416515,ENSP00000445432,ENSP00000461993,ENSP00000462083,ENSP00000462183,ENSP00000462330,ENSP00000462488,ENSP00000462884,ENSP00000462972,ENSP00000463308,ENSP00000463934,ENSP00000463940,ENSP00000464670,ENST00000293195,ENST00000293195.9,ENST00000325953,ENST00000325965,ENST00000413947,ENST00000413947.6,ENST00000420580,ENST00000420580.6,ENST00000442102,ENST00000442102.6,ENST00000455107,ENST00000544854,ENST00000544854.5,ENST00000577509,ENST00000577509.5,ENST00000577932,ENST00000577932.1,ENST00000578473,ENST00000578473.5,ENST00000579482,ENST00000579482.5,ENST00000579543,ENST00000579543.1,ENST00000579893,ENST00000579893.1,ENST00000580492,ENST00000580492.5,ENST00000581219,ENST00000581219.1,ENST00000581530,ENST00000581530.5,ENST00000581969,ENST00000581969.5,ENST00000582710,ENST00000582710.5,ENST00000582944,ENST00000582944.5,ENST00000583881,ENST00000583881.5,ENST00000583917,ENST00000583917.5,ENST00000610946,ENST00000610946.1,FDXR,FDXR-201,FDXR-202,FDXR-203,FDXR-204,FDXR-205,FDXR-206,FDXR-207,FDXR-208,FDXR-209,FDXR-210,FDXR-211,FDXR-212,FDXR-213,FDXR-214,FDXR-215,FDXR-216,FDXR-217,FDXR-218,FDXR-219,FDXR-220,Ferredoxin reductase,Ferredoxin--NADP(+) reductase,HGNC:3642,HPA044393,HPA053673,J03826,J3KRG8,J3KS64,J3KTA3,J3QKZ8,J3QQW7,J3QQX3,J3QSF9,NADPH:adrenodoxin oxidoreductase, mitochondrial,NM_001258012,NM_001258012.3,NM_001258012.4,NM_001258013,NM_001258013.3,NM_001258013.4,NM_001258014,NM_001258014.3,NM_001258014.4,NM_001258015,NM_001258015.2,NM_001258015.3,NM_001258016,NM_001258016.3,NM_004110,NM_004110.5,NM_004110.6,NM_024417,NM_024417.4,NM_024417.5,NP_001244941,NP_001244941.2,NP_001244942,NP_001244942.2,NP_001244943,NP_001244943.2,NP_001244944,NP_001244944.1,NP_001244945,NP_001244945.2,NP_004101,NP_004101.3,NP_077728,NP_077728.3,NR_047576,NR_047576.3,NX_P22570,OMIM:103270,OTTHUMG00000179026,P22570,Q13716,Q4PJI0,Q9BU12,R-HSA-1362409,R-HSA-1430728,R-HSA-1643685,R-HSA-196071,R-HSA-196108,R-HSA-211859,R-HSA-211897,R-HSA-211945,R-HSA-211976,R-HSA-2395516,R-HSA-556833,R-HSA-5579026,R-HSA-5579029,R-HSA-5668914,R-HSA-8957322,UPI000002A369,UPI0000125608,UPI00017A787B,UPI000268B286,UPI000268B287,UPI000268B288,UPI000268B28A,UPI0004620999,UPI00046209B4,UPI0004620CDF,UPI0004620D93,UPI0004620D97,UPI0004620DBA,UPI0004620E76,URS0000D6D5BE,URS0000D6DF21,adrenodoxin reductase,adrenodoxin-NADP(+) reductase,ferredoxin reductase,uc002jlx.4
FOXRED1	9606.ENSP00000263578	FAD-dependent oxidoreductase domain-containing protein 1; Required for the assembly of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I). Involved in mid-late stages of complex I assembly.	https://smart.embl.de/smart/DDvec.cgi?smart=486:Pfam_DAO(65|455)+	1.-.-.-,55572,AAF02421.1,AAH02910.2,AAH13902.1,AAQ04652.1,AF103801,AF447877,AK023987,AK295267,AL136923,AP001318,B3KN84,B4DHU2,BAG51246.1,BAG58254.1,BC002910,BC013902,CAB66857.1,CCDS8471,CCDS8471.1,CH471065,E9PNK9,E9PP78,EAW67683.1,ENSG00000110074,ENSP00000263578,ENSP00000404371,ENSP00000434178,ENSP00000434739,ENSP00000436374,ENST00000263578,ENST00000263578.9,ENST00000442061,ENST00000524751,ENST00000524751.5,ENST00000525083,ENST00000525083.5,ENST00000525770,ENST00000525770.5,ENST00000526366,ENST00000526366.5,ENST00000526525,ENST00000526525.1,ENST00000527004,ENST00000527004.5,ENST00000527875,ENST00000527875.1,ENST00000529802,ENST00000529802.1,ENST00000530642,ENST00000530642.1,ENST00000531257,ENST00000531257.1,ENST00000532101,ENST00000532101.5,ENST00000532125,ENST00000532125.1,ENST00000532590,ENST00000532590.1,ENST00000533395,ENST00000533395.5,ENST00000533839,ENST00000533839.5,ENST00000534011,ENST00000534011.5,ENST00000534315,ENST00000534315.5,FAD dependent oxidoreductase domain containing 1,FOXRED1,FOXRED1-201,FOXRED1-202,FOXRED1-203,FOXRED1-204,FOXRED1-205,FOXRED1-206,FOXRED1-207,FOXRED1-208,FOXRED1-209,FOXRED1-210,FOXRED1-211,FOXRED1-212,FOXRED1-213,FOXRED1-214,FOXRED1-215,FOXRED1-216,FOXRED1-217,FOXRED1-218,FP634,FXRD1_HUMAN,H17,HGNC:26927,HPA039620,HPA046192,MC1DN19,NM_017547,NM_017547.3,NM_017547.4,NP_060017,NP_060017.1,NR_037647,NR_037647.2,NR_037648,NR_037648.2,NX_Q96CU9,OMIM:613622,OTTHUMG00000165827,Q71MG0,Q96CU9,Q9BU39,Q9UKY9,UPI0000037C04,UPI00017A70AD,UPI0001F77C22,UPI0001F77C23,URS00008C0EB9,URS0000EB899E,URS0000EB95C3,XM_006718879,XM_006718879.3,XM_006718881,XM_006718881.3,XM_011542895,XM_011542895.2,XM_011542896,XM_011542896.2,XM_017018000,XM_017018000.2,XM_017018001,XM_017018001.1,XM_017018002,XM_017018002.1,XM_017018003,XM_017018003.1,XM_017018003.2,XM_017018004,XM_017018004.1,XM_017018005,XM_017018005.1,XM_017018006,XM_017018006.2,XP_006718942,XP_006718942.1,XP_006718944,XP_006718944.1,XP_011541197,XP_011541197.1,XP_011541198,XP_011541198.1,XP_016873489,XP_016873489.1,XP_016873490,XP_016873490.1,XP_016873491,XP_016873491.1,XP_016873492,XP_016873492.1,XP_016873493,XP_016873493.1,XP_016873494,XP_016873494.1,XP_016873495,XP_016873495.1,hsa:55572,uc001qdi.4
